course_id,title,category,trade,difficulty,duration_seconds,language,has_video,has_quiz,has_practical,prerequisites,topics,avg_rating,num_ratings,completion_rate,created_date,content_hash
COURSE_00092,Welder - Advanced Techniques (Part 3),advanced_techniques,welder,expert,217,ml,True,False,True,[],"[np.str_('advanced_techniques'), np.str_('welder')]",3.9433425040236645,358,0.44019520538919754,2024-09-10T18:57:17.396164,4616f96b3a8f3202
COURSE_00093,Appliance Repair - Customer Service (Part 4),customer_service,appliance_repair,expert,247,te,True,True,False,[],"[np.str_('customer_service'), np.str_('appliance_repair')]",4.0881863214663445,591,0.7131047863336712,2025-08-12T18:57:17.397004,2104217e95d8f0b3
COURSE_00094,Homestay Owner - Customer Service (Part 5),customer_service,homestay_owner,expert,224,en,True,True,True,[],"[np.str_('customer_service'), np.str_('homestay_owner')]",4.617507613916012,739,0.4777384620363028,2025-01-23T18:57:17.397496,4a4c2e682f6217f0
COURSE_00095,Homestay Owner - Quality Control (Part 6),quality_control,homestay_owner,intermediate,78,ml,True,True,False,[],"[np.str_('quality_control'), np.str_('homestay_owner')]",3.319729358633402,615,0.40099920707881087,2024-08-28T18:57:17.397990,6867cd7c085d891d
COURSE_00096,Carpenter - Financial Planning (Part 7),financial_planning,carpenter,expert,37,hi,True,False,False,[],"[np.str_('financial_planning'), np.str_('carpenter')]",3.5701012376443506,193,0.5298555870810229,2026-01-20T18:57:17.398684,f041254c2102230f
COURSE_00097,Artisan - Quality Control (Part 8),quality_control,artisan,intermediate,96,bn,True,False,True,[],"[np.str_('quality_control'), np.str_('artisan')]",4.896681214096512,262,0.6211839013605955,2025-01-22T18:57:17.399241,98747ff41aba0fbc
COURSE_00098,Farmer - Advanced Techniques (Part 9),advanced_techniques,farmer,expert,133,hi,True,True,True,[],"[np.str_('advanced_techniques'), np.str_('farmer')]",4.252340394295979,509,0.42671423401792596,2024-03-23T18:57:17.399617,89afa96a5b8e4cb7
COURSE_00099,Electrician - Maintenance (Part 10),maintenance,electrician,intermediate,199,ml,False,False,True,[],"[np.str_('maintenance'), np.str_('electrician')]",3.758921787196229,847,0.3248113099316941,2026-01-01T18:57:17.402860,325efc8d5d60111f
COURSE_00100,Electrician - Business Skills (Part 1),business_skills,electrician,intermediate,143,ml,True,True,False,[],"[np.str_('business_skills'), np.str_('electrician')]",3.8329978367854807,743,0.36983812431275576,2024-03-24T18:57:17.405920,e3714a06863d13e9
COURSE_00101,Mason - Digital Literacy (Part 2),digital_literacy,mason,beginner,251,pa,True,False,False,[],"[np.str_('digital_literacy'), np.str_('mason')]",3.105391351300333,218,0.9384051372827007,2025-12-05T18:57:17.406355,99a0385706bd0cc2
COURSE_00102,Farmer - Troubleshooting (Part 3),troubleshooting,farmer,intermediate,104,bn,True,False,False,[],"[np.str_('troubleshooting'), np.str_('farmer')]",4.857214692989253,477,0.5961281601286169,2024-11-29T18:57:17.406857,8145231267fa6b5c
COURSE_00103,Carpenter - Financial Planning (Part 4),financial_planning,carpenter,advanced,231,gu,False,False,False,[],"[np.str_('financial_planning'), np.str_('carpenter')]",3.296611497641754,666,0.6268232927632571,2025-02-28T18:57:17.407294,1418cca6381b31bf
COURSE_00104,Plumber - Marketing (Part 5),marketing,plumber,intermediate,245,gu,False,True,True,[],"[np.str_('marketing'), np.str_('plumber')]",4.557143779022807,163,0.49840761185486554,2024-03-02T18:57:17.407662,39003ac2f75fa641
COURSE_00105,Appliance Repair - Quality Control (Part 6),quality_control,appliance_repair,advanced,230,ml,True,True,False,[],"[np.str_('quality_control'), np.str_('appliance_repair')]",4.583125050135935,263,0.9474187535579894,2025-11-22T18:57:17.408008,55ec3b537c1805a9
COURSE_00106,Appliance Repair - Advanced Techniques (Part 7),advanced_techniques,appliance_repair,intermediate,140,gu,True,False,False,[],"[np.str_('advanced_techniques'), np.str_('appliance_repair')]",4.72666113797365,328,0.45719777390125677,2024-04-11T18:57:17.408389,7fd845df3bf9dabf
COURSE_00107,Farmer - Business Skills (Part 8),business_skills,farmer,expert,296,bn,False,False,True,[],"[np.str_('business_skills'), np.str_('farmer')]",4.619157894099298,957,0.6430292477026606,2025-07-31T18:57:17.408768,4d2cbc619900f4d4
COURSE_00108,Carpenter - Financial Planning (Part 9),financial_planning,carpenter,intermediate,170,kn,False,True,False,[],"[np.str_('financial_planning'), np.str_('carpenter')]",3.610012681644405,92,0.3360029058111925,2025-01-11T18:57:17.409129,4d615a37849d9ffb
COURSE_00109,Electrician - Financial Planning (Part 10),financial_planning,electrician,advanced,296,pa,False,False,True,[],"[np.str_('financial_planning'), np.str_('electrician')]",3.3702614541527924,740,0.7503278643072341,2024-05-25T18:57:17.409353,5218ca078057c5ef
COURSE_00110,Carpenter - Safety (Part 1),safety,carpenter,expert,58,kn,False,True,False,[],"[np.str_('safety'), np.str_('carpenter')]",4.426357060358713,892,0.6122176510746528,2025-12-20T18:57:17.409566,48792ca1218b4a8e
