date,design_id,style,color_palette,trade,popularity,social_mentions,search_volume,month,quarter,week_of_year
2025-06-08 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,24.20512100199517,32.33600557831523,35.65861517838501,6,2,23
2025-06-15 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,27.473595242733392,31.18314777465959,27.385341771541025,6,2,24
2025-06-22 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,33.58646052485967,49.44585940485119,41.86344964634476,6,2,25
2025-06-29 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,29.09163897454814,22.906821561339036,27.44865027709462,6,2,26
2025-07-06 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,14.186319094148896,28.111661989825045,15.43912890689216,7,3,27
2025-07-13 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,17.702925603839763,17.386263522519393,24.789180137961914,7,3,28
2025-07-20 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,23.473133477536273,42.60131205287677,27.028508668378233,7,3,29
2025-07-27 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,27.085730734684844,34.738506344359905,25.64354667962914,7,3,30
2025-08-03 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,38.55728622451558,65.6272530786383,40.582700287277596,8,3,31
2025-08-10 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,12.703028964161048,19.593306691639103,16.937688526029394,8,3,32
2025-08-17 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,16.49089995356766,17.6350013432477,24.486478469017854,8,3,33
2025-08-24 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,31.3549210075992,22.63667498930088,32.60952593697875,8,3,34
2025-08-31 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,26.88910213990197,33.04477631947991,22.13823324506399,8,3,35
2025-09-07 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,27.715895697354455,52.43211460211957,39.121931246368426,9,3,36
2025-09-14 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,5.526748547242703,7.371334188389039,7.472165679387688,9,3,37
2025-09-21 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,11.815223668770123,7.884232353022747,13.833603212666697,9,3,38
2025-09-28 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,27.894306920094994,14.37747441384007,31.91629853134802,9,3,39
2025-10-05 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,1.4515894517974886,2.618037383488922,1.7259652162085366,10,4,40
2025-10-12 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,44.08401941813696,64.08200738210658,53.849268537504315,10,4,41
2025-10-19 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,24.46326341651993,37.83109080197505,32.616307722594385,10,4,42
2025-10-26 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,25.289160912057532,47.539358689220144,35.00829551791533,10,4,43
2025-11-02 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,27.86478953310941,30.389337498718703,25.68118705023945,11,4,44
2025-11-09 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,9.185589736695327,5.377449134457139,10.879721039770219,11,4,45
2025-11-16 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,9.777626487162237,7.1186662688022535,12.149387902723062,11,4,46
2025-11-23 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,26.133371771452612,43.021365357296595,35.01669659575307,11,4,47
2025-11-30 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,42.693767124585314,42.97270948790112,44.878236071538105,11,4,48
2025-12-07 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,12.124584751902677,17.972407742322748,15.933389028369334,12,4,49
2025-12-14 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,68.21791509215583,44.1147094353534,100.4424553688177,12,4,50
2025-12-21 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,24.949910011222034,18.600268204514244,37.12954053605854,12,4,51
2025-12-28 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,50.40344190279937,40.003541576043354,64.59920003492044,12,4,52
2026-01-04 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,22.294528618067766,29.053062515841205,28.87844349649986,1,1,1
2026-01-11 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,25.655383467180673,28.709826610387314,21.104374853322415,1,1,2
2026-01-18 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,4.819318960284688,7.671845122573142,6.122858774319734,1,1,3
2026-01-25 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,25.70867618094441,38.43782377173352,34.54979420653379,1,1,4
2026-02-01 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,28.580930133619475,22.63959531600693,29.742036736748407,2,1,5
2026-02-08 19:27:41.301106,DESIGN_000,minimalist,pastel,mason,0.0,0.0,0.0,2,1,6
2025-02-16 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,42.46903235141344,28.815036300365563,47.21557399858769,2,1,7
2025-02-23 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,42.40803636590592,84.29178145192677,38.77767372606877,2,1,8
2025-03-02 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,44.71731567299988,33.84027126209917,40.40542851384092,3,1,9
2025-03-09 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,40.334305017460004,28.940855552974032,51.91447971264976,3,1,10
2025-03-16 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,44.31151706546781,73.47858406699903,41.30438711630274,3,1,11
2025-03-23 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,43.89826391319092,47.55305979809103,51.560908481584846,3,1,12
2025-03-30 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,43.82097564396558,55.83439713925799,55.418092241888004,3,1,13
2025-04-06 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,46.35333201418098,23.89310718064943,58.97638244328448,4,2,14
2025-04-13 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,35.349105257675234,34.86516167595654,32.66455206680942,4,2,15
2025-04-20 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,38.87007192953368,41.187855519361996,53.28228034421611,4,2,16
2025-04-27 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,45.41199013295022,75.83389834548791,67.68536749280186,4,2,17
2025-05-04 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,35.94456933831547,70.92207385665277,47.68125831944394,5,2,18
2025-05-11 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,40.34869699004997,55.35966065450693,49.443706218277285,5,2,19
2025-05-18 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,45.88598622750186,24.259894595140832,46.925046000238936,5,2,20
2025-05-25 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,47.94873305422558,38.10238978824038,53.170302703168765,5,2,21
2025-06-01 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,31.102727167969512,38.41857920247635,36.02309244854943,6,2,22
2025-06-08 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,30.646544043065905,58.39217722529803,29.58303757175373,6,2,23
2025-06-15 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,43.433594048079456,62.3208679090977,40.47789477982843,6,2,24
2025-06-22 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,60.45987128859436,31.73934627232123,68.25293035710422,6,2,25
2025-06-29 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,37.875186337076286,28.005213856063527,49.33613313362297,6,2,26
2025-07-06 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,45.49535197845968,49.88123233804373,46.870936893546855,7,3,27
2025-07-13 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,40.423559532460516,79.13689273056852,46.756605368054316,7,3,28
2025-07-20 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,43.836116392617946,63.77234078048967,39.150889109195454,7,3,29
2025-07-27 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,43.377683725131625,25.935632629154416,37.84809563031356,7,3,30
2025-08-03 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,25.254538880778554,14.73865891200936,28.950567244072555,8,3,31
2025-08-10 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,45.216607186680754,30.03217912845691,65.42046886875916,8,3,32
2025-08-17 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,58.31982844721903,66.52319116640344,62.8734886987814,8,3,33
2025-08-24 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,44.29259978198702,56.868129941701305,60.940931662464486,8,3,34
2025-08-31 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,27.288820598373448,44.87254610601698,29.325532972820486,8,3,35
2025-09-07 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,28.759625188091775,31.524309366201823,43.01296698863325,9,3,36
2025-09-14 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,53.32387569562544,41.52507496539342,60.47600715203712,9,3,37
2025-09-21 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,42.19737527332898,41.07695382997661,55.386900573332944,9,3,38
2025-09-28 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,41.42373899505584,74.55355886399649,58.63273623881512,9,3,39
2025-10-05 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,49.797719958402446,35.72799278233122,61.5578146542688,10,4,40
2025-10-12 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,16.70961329295234,12.896765367328438,23.59480186948197,10,4,41
2025-10-19 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,25.474886433576142,44.77672085007836,32.67754397003671,10,4,42
2025-10-26 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,36.76631763076462,67.96890634288964,48.7591141760164,10,4,43
2025-11-02 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,45.48508936734468,43.46630577492109,39.60685859838183,11,4,44
2025-11-09 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,43.512316742654534,48.22807681539343,62.53015515270954,11,4,45
2025-11-16 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,37.64621503226259,24.239972354452572,51.4744668722767,11,4,46
2025-11-23 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,22.48002653342775,40.437285861705845,21.14033996333049,11,4,47
2025-11-30 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,26.73691175690169,50.78864321085604,34.55596749906547,11,4,48
2025-12-07 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,46.435657430506545,89.3083995012913,67.03168791855332,12,4,49
2025-12-14 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,41.79429540837575,47.78275588073224,33.62144352492276,12,4,50
2025-12-21 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,59.27371142205855,92.62842804908674,54.19295198814901,12,4,51
2025-12-28 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,43.8569412258858,46.04368194351671,65.62539373562895,12,4,52
2026-01-04 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,66.9592338861538,77.97989963852605,69.1315747787966,1,1,1
2026-01-11 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,66.09574228787365,89.12635120873603,69.26941781818118,1,1,2
2026-01-18 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,44.00020396887042,69.93326924697193,47.100945327018955,1,1,3
2026-01-25 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,68.613655785503,51.01070218963907,64.46206962538112,1,1,4
2026-02-01 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,66.51330445113499,57.24165273364008,86.41426794731125,2,1,5
2026-02-08 19:27:41.301106,DESIGN_001,vintage,jewel_tones,mason,71.42516728688139,52.74431087163205,91.90970078493793,2,1,6
2025-02-16 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,78.81418110339214,139.91593294010443,65.60904668943694,2,1,7
2025-02-23 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,76.16575911207391,109.35546579300843,77.64034955424364,2,1,8
2025-03-02 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,79.25435101097193,100.46367747334773,106.30105028978137,3,1,9
2025-03-09 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,73.18243811210172,119.4386728220788,63.771131505523606,3,1,10
2025-03-16 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,79.17725330267884,128.23651531116744,71.20647072613141,3,1,11
2025-03-23 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,73.18743316973224,135.90340615667992,88.75199752524317,3,1,12
2025-03-30 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,81.96038518254396,105.47224030852523,91.52551646085296,3,1,13
2025-04-06 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,79.44824955294455,135.10889812240157,86.2300850388264,4,2,14
2025-04-13 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,73.74157426438407,110.74471150211924,67.99911526546077,4,2,15
2025-04-20 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,81.31732545234041,99.64897030231356,89.78083200027137,4,2,16
2025-04-27 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,77.03324071313091,41.87672978093958,92.58528294801404,4,2,17
2025-05-04 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,81.29350412535145,154.1884950757353,107.4531172389188,5,2,18
2025-05-11 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,85.52429724576683,92.07401947897117,81.15905802513947,5,2,19
2025-05-18 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,82.14170906955127,46.08929924460136,114.86473935588403,5,2,20
2025-05-25 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,84.98055694523026,86.63546379171687,88.39794728412282,5,2,21
2025-06-01 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,71.4472768719167,115.66497645227422,94.64690907177464,6,2,22
2025-06-08 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,89.32301592021052,76.74345052746042,113.50186617961816,6,2,23
2025-06-15 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,79.58651240775747,40.269022926867414,87.49957012026849,6,2,24
2025-06-22 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,68.93782096572286,93.48476763529537,64.07978052352367,6,2,25
2025-06-29 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,75.07807427275668,82.38044079914128,70.67127188391157,6,2,26
2025-07-06 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,68.03435219126348,88.39428547521833,82.39009334860734,7,3,27
2025-07-13 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,80.98432820709573,161.4328149600289,99.36540719701327,7,3,28
2025-07-20 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,65.32857386453563,41.907331508851804,96.58391074006052,7,3,29
2025-07-27 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,76.5078859983391,129.49770442426404,108.78459314062168,7,3,30
2025-08-03 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,66.28995760693371,36.22615607005929,59.44932927903404,8,3,31
2025-08-10 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,88.47699167995009,120.5614369709577,91.77770570277157,8,3,32
2025-08-17 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,69.0897991026661,112.91439088665528,81.35176426440678,8,3,33
2025-08-24 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,65.71537651512783,125.06067394285003,89.06761763305114,8,3,34
2025-08-31 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,94.6921077212201,58.11307263305263,119.36959750937653,8,3,35
2025-09-07 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,62.07872375323251,54.32008895032051,78.03826349293392,9,3,36
2025-09-14 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,79.7144004951103,146.1030368968922,83.99775955243157,9,3,37
2025-09-21 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,91.83137001535813,170.3221746589278,97.97805047739115,9,3,38
2025-09-28 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,61.47723991742325,65.97818920317663,66.66402443085688,9,3,39
2025-10-05 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,100.0,122.91405674869202,106.58299858163294,10,4,40
2025-10-12 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,76.2071303011405,81.67380133563836,80.16072830780735,10,4,41
2025-10-19 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,76.55020159528911,75.17733418349047,94.98444798511262,10,4,42
2025-10-26 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,100.0,154.80466099296697,90.4258505477158,10,4,43
2025-11-02 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,100.0,81.90078015223389,91.23956136654824,11,4,44
2025-11-09 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,92.46992363486807,181.45903884543904,91.21277881010619,11,4,45
2025-11-16 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,93.83611404790976,83.887871339254,84.72942118799419,11,4,46
2025-11-23 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,100.0,77.45797049997856,122.20402487147895,11,4,47
2025-11-30 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,91.2665092578705,125.0160279983377,129.37693098272277,11,4,48
2025-12-07 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,100.0,154.11805896614084,128.09111221838907,12,4,49
2025-12-14 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,100.0,64.78546451919811,119.2408521489182,12,4,50
2025-12-21 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,72.12380035265605,117.0103868411708,95.92632991008634,12,4,51
2025-12-28 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,100.0,67.49186816158318,99.3334320610358,12,4,52
2026-01-04 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,100.0,156.79778099673524,103.23761465334793,1,1,1
2026-01-11 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,76.26458543739271,105.23256364985691,84.17398440923192,1,1,2
2026-01-18 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,79.54877831591928,120.55867126641982,97.10111693210654,1,1,3
2026-01-25 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,100.0,176.86052077295872,92.37397410687329,1,1,4
2026-02-01 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,100.0,165.55932116428,103.98521475094185,2,1,5
2026-02-08 19:27:41.301106,DESIGN_002,traditional,monochrome,mason,77.24698372179108,142.3900780411942,114.20777994981462,2,1,6
2025-02-16 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,80.9078894370603,92.96499819446902,67.5924934006627,2,1,7
2025-02-23 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,76.46593415522757,139.77030532132716,102.53378085697568,2,1,8
2025-03-02 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,77.55191993734249,77.29070252703622,110.82953703087782,3,1,9
2025-03-09 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,73.51119186897056,91.43841428692599,73.64534350005813,3,1,10
2025-03-16 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,73.97383310837269,118.5385800387159,80.97955697682545,3,1,11
2025-03-23 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,71.63617393917639,111.55656869516889,84.67636608761816,3,1,12
2025-03-30 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,78.29731853026394,133.71499515639843,91.77781696294736,3,1,13
2025-04-06 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,75.39942185610211,47.23753889456883,74.53897801751322,4,2,14
2025-04-13 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,69.18590741666857,111.4795364341558,97.75579377543434,4,2,15
2025-04-20 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,80.20681526264663,156.68298781134447,74.05443329858863,4,2,16
2025-04-27 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,66.34459411052916,59.8740837408138,82.55611555778609,4,2,17
2025-05-04 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,77.70329199111043,106.81090307519906,84.44707592378336,5,2,18
2025-05-11 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,83.03803678999361,75.31679159506409,104.60500249445602,5,2,19
2025-05-18 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,73.79515713555546,83.28363393823541,109.98110501376603,5,2,20
2025-05-25 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,66.81709691132451,46.78861180582017,59.89065324776162,5,2,21
2025-06-01 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,69.00968433368875,39.21710860141777,61.40406363487958,6,2,22
2025-06-08 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,77.1533052228433,114.12939412281844,72.55930854534392,6,2,23
2025-06-15 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,72.9796764195968,36.97734613761127,68.41493757864181,6,2,24
2025-06-22 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,84.25932083771058,69.97635224231917,104.7724759759638,6,2,25
2025-06-29 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,70.23367633549914,55.52440654454281,89.90366057322414,6,2,26
2025-07-06 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,71.4128713310102,82.98471824435767,89.41052037853639,7,3,27
2025-07-13 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,76.6342318060534,55.360664474973,63.61964302647993,7,3,28
2025-07-20 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,67.42314588625933,125.71100902699595,63.3080763107039,7,3,29
2025-07-27 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,73.89150335954474,138.45815808073337,63.205922152147004,7,3,30
2025-08-03 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,73.81916127682092,52.2085255954761,103.59810279701618,8,3,31
2025-08-10 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,93.62858057065336,153.20521578474634,79.68476304674141,8,3,32
2025-08-17 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,61.572963961216836,61.524602898163245,82.66515834242483,8,3,33
2025-08-24 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,70.5815270222356,90.7592506988116,101.01070117258996,8,3,34
2025-08-31 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,74.94915910769956,94.04166579876312,104.41530816193986,8,3,35
2025-09-07 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,69.19597638932656,79.1818307445018,55.81355512251457,9,3,36
2025-09-14 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,80.49007579543778,133.99865575559255,118.51378122127771,9,3,37
2025-09-21 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,80.96437038895534,48.53115758427776,108.57108389583324,9,3,38
2025-09-28 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,82.3626470121993,75.54673861766192,100.18484108759074,9,3,39
2025-10-05 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,56.05547687383695,67.27166584442506,75.71359502729543,10,4,40
2025-10-12 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,73.33663176599146,77.16987956599866,75.88332388136864,10,4,41
2025-10-19 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,54.17638259113292,99.07008545107058,65.68097483640761,10,4,42
2025-10-26 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,56.47268031766121,44.626815120730704,69.18882484949246,10,4,43
2025-11-02 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,78.91557084705839,132.88069013757442,82.00603370358051,11,4,44
2025-11-09 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,74.99694134492044,137.1514116304768,70.87836965429665,11,4,45
2025-11-16 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,100.0,129.55996439767995,82.36843134725315,11,4,46
2025-11-23 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,79.45070134157305,108.5883285295923,105.54417422221914,11,4,47
2025-11-30 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,88.81320233679685,74.75876839689172,81.90363629399535,11,4,48
2025-12-07 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,82.21577235934302,94.36282952659758,121.77898438006264,12,4,49
2025-12-14 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,75.341879610211,78.43980417170708,103.73330941696747,12,4,50
2025-12-21 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,80.08239906188909,110.01969958823257,116.54649105823961,12,4,51
2025-12-28 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,75.07261326141435,64.67442186487018,79.99622153982506,12,4,52
2026-01-04 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,73.07840700014465,123.27141970223131,98.07228494927725,1,1,1
2026-01-11 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,59.490222016397446,79.58754371411796,52.73053524795575,1,1,2
2026-01-18 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,76.72695887093782,68.56854342352015,85.96748946144803,1,1,3
2026-01-25 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,78.61957177966642,151.050321770005,114.0931714899029,1,1,4
2026-02-01 19:27:41.301106,DESIGN_003,contemporary,monochrome,carpenter,80.75424501210648,148.51067020359568,86.56144935046709,2,1,5
